Collection Year,Collection Agency,Collection Name,OBS Gear Code,FMP Area,Reporting Area,ADFG Region,ADFG Statistical Area,Agency Species Code Type,Species Code,Species Group Code,Species Group Name,Number Animals,Weight,Record Count,Contact,Date Received from AKR
2020,IPHC,IPHC Annual Longline Survey,8,AI,542,,,AKR,142,ROCK,Other Rockfish,0,7.257,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2020,IPHC,IPHC Annual Longline Survey,8,AI,542,,,AKR,143,ROCK,Other Rockfish,0,92.986,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2020,IPHC,IPHC Annual Longline Survey,8,AI,542,,,AKR,153,ROCK,Other Rockfish,0,84.239,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2020,IPHC,IPHC Annual Longline Survey,8,AI,542,,,AKR,172,ROCK,Other Rockfish,0,2.268,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2020,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,143,ROCK,Other Rockfish,798,927.95,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2020,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,153,ROCK,Other Rockfish,15,26.63,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2020,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,172,ROCK,Other Rockfish,5,6.743,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2020,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,177,ROCK,Other Rockfish,1,1.777,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2020,NMFS,AFSC Annual Longline Survey,,AI,542,,,AKR,143,ROCK,Other Rockfish,420,458.856,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2021,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,655406,AKR,172,ROCK,Other Rockfish,12,3.76,1,"Kally Spalinger, ADFG, kally.spalinger@alaska.gov",2022-10-17 06:00:18
2021,ADFG,Large-Mesh Trawl Survey,1,BS,519,Westward,655407,AKR,172,ROCK,Other Rockfish,3,1.98,1,"Kally Spalinger, ADFG, kally.spalinger@alaska.gov",2022-10-17 06:00:18
2021,IPHC,IPHC Annual Longline Survey,8,AI,541,,,AKR,143,ROCK,Other Rockfish,0,54.975,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2021,IPHC,IPHC Annual Longline Survey,8,BS,518,,,AKR,143,ROCK,Other Rockfish,0,40.075,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2021,IPHC,IPHC Annual Longline Survey,8,BS,518,,,AKR,145,ROCK,Other Rockfish,0,91.515,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2021,IPHC,IPHC Annual Longline Survey,8,BS,518,,,AKR,172,ROCK,Other Rockfish,0,12.619,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2021,IPHC,IPHC Annual Longline Survey,8,BS,519,,,AKR,143,ROCK,Other Rockfish,0,0.227,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2021,NMFS,AFSC Annual Longline Survey,8,BS,517,,,AKR,143,ROCK,Other Rockfish,187,299.302,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2021,NMFS,AFSC Annual Longline Survey,8,BS,518,,,AKR,143,ROCK,Other Rockfish,216,338.357,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2021,NMFS,AFSC Annual Longline Survey,8,BS,518,,,AKR,145,ROCK,Other Rockfish,1,2.884,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2021,NMFS,AFSC Annual Longline Survey,8,BS,518,,,AKR,172,ROCK,Other Rockfish,3,4.046,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2021,NMFS,AFSC Annual Longline Survey,8,BS,521,,,AKR,143,ROCK,Other Rockfish,425,593.012,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2021,NMFS,AFSC Annual Longline Survey,8,BS,521,,,AKR,172,ROCK,Other Rockfish,19,25.622,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2021,NMFS,AFSC Annual Longline Survey,8,BS,523,,,AKR,139,ROCK,Other Rockfish,1,1.213,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2021,NMFS,AFSC Annual Longline Survey,8,BS,523,,,AKR,143,ROCK,Other Rockfish,154,202.126,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2021,NMFS,BSAI Trawl Salmon Excluder Device EFP 2018-03-02,2,BS,517,,655430,AKR,172,ROCK,Other Rockfish,0,20.13,1,"Cathy Tide, NMFS, cathy.tide@noaa.gov",2022-10-17 06:00:18
2021,NMFS,BSAI Trawl Salmon Excluder Device EFP 2018-03-02,2,BS,517,,655500,AKR,172,ROCK,Other Rockfish,0,2.38,1,"Cathy Tide, NMFS, cathy.tide@noaa.gov",2022-10-17 06:00:18
2021,NMFS,BSAI Trawl Salmon Excluder Device EFP 2018-03-02,2,BS,517,,685530,AKR,172,ROCK,Other Rockfish,0,2.72,1,"Cathy Tide, NMFS, cathy.tide@noaa.gov",2022-10-17 06:00:18
2021,NMFS,BSAI Trawl Salmon Excluder Device EFP 2018-03-02,2,BS,519,,655409,AKR,172,ROCK,Other Rockfish,0,0.07,1,"Cathy Tide, NMFS, cathy.tide@noaa.gov",2022-10-17 06:00:18
2021,NMFS,BSAI Trawl Salmon Excluder Device EFP 2018-03-02,2,BS,519,,655410,AKR,172,ROCK,Other Rockfish,0,0.1,1,"Cathy Tide, NMFS, cathy.tide@noaa.gov",2022-10-17 06:00:18
